link_num,string,link,date,cat
13,Check Group Interest Form You,https://activategood.org/911day2019-grouppreregistration/,7/8/19,None
14,Learn More Register Here,https://activategood.org/911day2019-grouppreregistration/,7/8/19,None
15,Recycle Coordinator,https://activategood.org/opportunity/4437#tab-what,7/8/19,Nature
16,Farm Days,https://activategood.org/opportunity/3329#tab-what,7/8/19,Other
17,Art Teaching Assistant,https://activategood.org/opportunity/614#tab-what,7/8/19,Art
18,Puppy Time,https://activategood.org/opportunity/4563#tab-what,7/8/19,Animals
19,Shelter Sorting,https://activategood.org/opportunity/4631#tab-shifts,7/8/19,Other
21,Women Theatre Festival,https://activategood.org/opportunity/4568#tab-what,7/8/19,Art
22,Crosby Community Day,https://activategood.org/opportunity/4605#tab-what,7/8/19,None
23,iCan Bike Camp,https://activategood.org/opportunity/4663#tab-what,7/8/19,Other
24,Activate Good,https://activategood.org/,7/8/19,None
25,Support,https://activategood.org/donate,7/8/19,None
2,Operation Summer Hunger,https://activategood.org/operationsummerhunger/,7/21/20,Hunger
4,Operation Summer Hunger Activate Good’,https://activategood.org/operationsummerhunger/,7/21/20,Hunger
5,Virtual Town Hall,https://us02web.zoom.us/meeting/register/tZYod-6oqjwrHtVgsTZ1mqBNKgG0OKYMd1V5,7/21/20,None
6,RSVP Zoom,https://us02web.zoom.us/meeting/register/tZYod-6oqjwrHtVgsTZ1mqBNKgG0OKYMd1V5,7/21/20,None
7,﻿Update,https://activategood.org/opportunity/5199,7/21/20,None
8,Help CORA Food Pantry,https://www.corafoodpantry.org/,7/21/20,Hunger
9,﻿Grab Go Read,https://activategood.org/opportunity/5219,7/21/20,None
11,Build Tiny Houses,https://activategood.org/opportunity/5224,7/21/20,Other
12,Join Wildwoods Community Farm,http://wildwoodsfarmnc.com/,7/21/20,None
13,Monthly Giving Program Update,https://secure.lglforms.com/form_engine/s/9krEk8xlVTtTcNGy_0EyDg,7/21/20,None
15,Join Our Monthly Giving Community,https://secure.lglforms.com/form_engine/s/9krEk8xlVTtTcNGy_0EyDg,7/21/20,None
16,United We Help September 130,https://activategood.org/united,7/21/20,None
17,Stay United We Help,https://activategood.org/united/,7/21/20,None
18,Groups Companies Complete,https://docs.google.com/forms/d/e/1FAIpQLSdt7CbAHESSoCWm_j3eKBO7KfJGKDNXcpqBNRoPawh9P8GH9Q/viewform?usp=sf_link,7/21/20,None
3,Check HERE,https://activategood.org/operationaccesspart2/,8/5/20,None
4,See All Details Sign Up,https://activategood.org/operationaccesspart2/,8/5/20,None
5,Aug 8 Fight Hunger Food Bank,https://activategood.org/opportunity/5163#tab-shifts,8/5/20,Hunger
6,Sort Pack Books,https://activategood.org/opportunity/5239,8/5/20,None
7,Skilled Volunteer Refrigerator Repair Professional,https://activategood.org/opportunity/5238,8/5/20,Volunteer
8,CAARE Food Pantry,https://www.caare-inc.org/,8/5/20,Hunger
9,Aug 5 Train Project Leader,https://activategood.org/opportunity/5235,8/5/20,Other
12,See,https://activategood.org/opportunity,8/5/20,None
13,See COVID19,https://activategood.org/covid19,8/5/20,COVID
14,Support Our Efforts,https://activategood.org/donate,8/5/20,None
15,﻿Signs Good,https://activategood.org/product/signs-for-good/,8/5/20,None
16,SALE﻿,https://activategood.org/product/signs-for-good/,8/5/20,None
19,Choose,https://activategood.org/product/signs-for-good/,8/5/20,None
21,Signs Good,https://activategood.org/product/signs-for-good/,8/5/20,None
22,﻿Wednesday August 12 530pm﻿,https://us02web.zoom.us/meeting/register/tZMld-yuqj0pGtKZI0gFaxYxxohQfK9LWcMQ,8/5/20,None
26,RSVP,https://us02web.zoom.us/meeting/register/tZYkc-iorjktHtWzU1flW8EMG1QySCPdxk-n,8/5/20,None
2,Thanks Colliers International Raleigh Durham,https://www2.colliers.com/en/United-States/Cities/Raleigh,1/31/20,None
3,POP UP Good Hub,http://www.thegoodhub.org/,1/31/20,None
4,Special Oak City Productions,https://oakcityproductions.com/,1/31/20,None
6,Sponsor POP UP,https://activategood.org/thegoodhub/support-popup/,1/31/20,None
7,POP UP Wish List,https://activategood.org/thegoodhub/pop-up-wish-list/,1/31/20,None
8,POP UP Volunteer Needs,https://activategood.org/thegoodhub/popup-volunteer/,1/31/20,Volunteer
9,Social Media Help,https://activategood.org/opportunity/5007#tab-what,1/31/20,None
11,Program Data Evaluation,https://activategood.org/opportunity/4990#tab-what,1/31/20,None
12,Special Olympics Intern,https://activategood.org/opportunity/4948#tab-what,1/31/20,None
13,Office Assistant,https://activategood.org/opportunity/4992#tab-what,1/31/20,None
14,School Tour Volunteer,https://activategood.org/opportunity/4995#tab-what,1/31/20,Volunteer
15,Garden Day,https://activategood.org/opportunity/4987#tab-what,1/31/20,Garden
16,Dress Success Sale,https://activategood.org/opportunity/5030#tab-what,1/31/20,Other
17,Black History Festival,https://activategood.org/opportunity/5031#tab-what,1/31/20,Black
18,View,https://activategood.org/opportunity,1/31/20,None
19,Activate Good,https://activategood.org/,1/31/20,None
3,Activate MORE Good As,https://activategood.org/activatemoregood/,11/18/20,None
4,1 Individual Click HERE,https://activategoodvoices.gv-one.com/?gId=1817&rId=5177,11/18/20,None
5,2 Nonprofit Click HERE,https://activategoodvoices.gv-one.com/?gId=1817&rId=5179,11/18/20,None
6,It Hunger Homelessness Awareness Week,https://activategood.org/Hunger&HomelessnessWeek,11/18/20,Hunger
8,Week HERE,https://activategood.org/Hunger&HomelessnessWeek,11/18/20,None
9,During,https://hhweek.org/,11/18/20,None
12,Register Town Hall HERE,https://us02web.zoom.us/meeting/register/tZMpcOCvqz8uGtD8WSjMdclJ4Yft0uMskH-p,11/18/20,None
13,Deliver,https://activategood.org/opportunity/5397,11/18/20,None
14,Build Nature Trails,https://activategood.org/opportunity/5331,11/18/20,Nature
15,Tar River Land Conservancy,http://www.tarriver.org/,11/18/20,Nature
16,LAST CALL Help Family Volunteer Day,https://activategood.org/opportunity/5374,11/18/20,Family
17,Holiday Volunteering Pride Parents,https://activategood.org/holidays2020,11/18/20,Holiday
18,﻿Sign HERE,https://activategood.org/opportunity/5400,11/18/20,None
19,See ALL Triangle,https://activategood.org/opportunity,11/18/20,None
20,VOTE Activate Good Best Volunteer Organization,https://wral5.secondstreetapp.com/2020-WRAL-Voters-Choice-Awards/gallery/?group=357635,11/18/20,Volunteer
23,1 Click HERE,https://wral5.secondstreetapp.com/2020-WRAL-Voters-Choice-Awards/gallery/?group=357635,11/18/20,None
24,Support Our Work,https://activategood.org/activatemoregood/,11/18/20,None
25,﻿That’ Activate Good,https://activategood.org/,11/18/20,None
3,Watch Volunteer Thank You,https://youtu.be/_Llxn-psvfI,4/1/20,Volunteer
4,Center Volunteer Caregiving,https://volunteercaregiving.org/volunteer-2/#volunteer-signup,4/1/20,Volunteer
5,Food Distribution WCPSS,https://www.wcpss.net/domain/16591,4/1/20,Hunger
6,Help InterFaith Food Shuttle The Food Bank Central,https://www.foodshuttle.org/,4/1/20,Hunger
8,Meals Wheels,https://www.wakemow.org/volunteer-application-mow-wake-county?fbclid=IwAR2EmNwC9TyoaZADjq2K7fDjqh7dGJuSxqjtV50nyRWeoqSvTql1glLQfUg,4/1/20,Seniors
9,Draw Paint Pet Portraits,https://activategood.org/remote-volunteer-project-pet-portraits/,4/1/20,Animals
11,Find Funding Nonprofits,https://activategood.org/remote-volunteer-funding-for-causes/,4/1/20,None
13,Earlier The Good Hub POP UP,http://activategood.org/thegoodhub,4/1/20,None
14,Raleigh Magazine We,https://raleighmag.com/2020/03/good-hub/,4/1/20,None
15,Also Check Raleigh Magazine 30 30,https://raleighmag.com/2020/03/raleigh-magazines-thirty-in-their-30s/,4/1/20,None
16,Donate Support Our Work,https://activategood.org/donate,4/1/20,None
3,Good Hub POP UP,https://activategood.org/covid-19-coronavirus-activate-good-response/,3/12/20,None
6,702 Oberlin Road Suite 400 Raleigh,https://activategood.org/thegoodhub/schedule-popup/,3/12/20,None
8,Please,https://activategood.org/thegoodhub/,3/12/20,None
9,Check Good Hub Pop Up Schedule,https://activategood.org/thegoodhub/,3/12/20,None
12,Enormous Anthony Property Group,https://www.aacre.com/,3/12/20,None
15,To,https://activategood.org/opportunity,3/12/20,None
16,Browse,https://activategood.org/opportunity,3/12/20,None
17,Remote,https://activategood.org/remote,3/12/20,None
19,View,https://activategood.org/opportunity,3/12/20,None
21,Support,https://activategood.org/donate,3/12/20,None
2,Sign,https://activategood.org/911day2019,9/9/19,None
3,View,https://activategood.org/911day2019,9/9/19,None
4,Join 911 Evening Commemoration Service Projects,https://www.eventbrite.com/e/911-day-of-service-2019-evening-commemoration-service-projects-tickets-62352283358?fbclid=IwAR0wRO5ByqQzTC-56Bpc1bvUozPVmayUvkPOwlcf3PNUKzon8HdV7nt3pL8,9/9/19,9/11 M
6,Join 600 830 PM,http://911eveningcommemoration2019.eventbrite.com/,9/9/19,None
7,RSVP 911 Day Service Commemoration,https://911eveningcommemoration2019.eventbrite.com/,9/9/19,9/11 M
8,Service Be,https://www.facebook.com/activategood/,9/9/19,None
11,Activate Good,https://activategood.org/,9/9/19,None
3,This National Volunteer Week April 713,https://activategood.org/nvw2019,3/4/19,Volunteer
4,View Current Volunteer Needs Sign Up,https://activategood.org/nvw2019,3/4/19,Volunteer
8,The Teens Change World Summer Program,https://activategood.org/teenschangetheworld2019/,3/4/19,Teens
9,Learn More Register Here,https://activategood.org/teenschangetheworld2019/,3/4/19,None
11,Medical Interpreter,https://activategood.org/opportunity/2327#tab-what,3/4/19,Languages
12,ProBono Attorney,https://activategood.org/opportunity/4054#tab-what,3/4/19,None
13,Robotics Demo Clinic,https://activategood.org/opportunity/2656#tab-what,3/4/19,Other
14,Silent Auction Assistance,https://activategood.org/opportunity/4218#tab-what,3/4/19,None
15,Backpack Buddies Packers,https://activategood.org/opportunity/4365#tab-what,3/4/19,Other
16,Community Service Farm,https://activategood.org/opportunity/3329#tab-what,3/4/19,Other
17,Tree Giveaway NC Museum Natural Sciences,https://activategood.org/opportunity/2447#tab-details,3/4/19,Nature
18,Raleigh St Patrick Day Parade,https://activategood.org/opportunity/4408#tab-what,3/4/19,None
19,Trail Days Ledge Creek,https://activategood.org/opportunity/4405#tab-what,3/4/19,Other
21,Support,https://activategood.org/donate,3/4/19,None
2,SmART Summer Supply Drive,https://activategood.org/smart/,6/5/20,Art
4,﻿Activate Good Art Intimacy,https://www.artintimacy.org/,6/5/20,Art
5,Check Wish List Drop,https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf,6/5/20,None
6,Or Amazon Wish List,https://www.amazon.com/hz/wishlist/ls/H6EEWIVCSYZ3/ref=hz_ls_biz_ex,6/5/20,Other
7,Help Spread Word Share Amazon Wish List,https://www.amazon.com/gp/registry/wishlist/H6EEWIVCSYZ3/ref=cm_wl_huc_view,6/5/20,Other
8,Supply Wish List,https://activategood.org/wp-content/uploads/2020/05/SmARTSummerSupplyDrive-WishListFINAL.pdf,6/5/20,Other
9,Be Volunteer Caregiver,https://volunteercaregiving.org/volunteer-2/#volunteer-signup,6/5/20,Volunteer
11,Pack Sort Donations Food Bank,https://activategood.org/opportunity/5163,6/5/20,Hunger
12,Help Census Voting,https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform,6/5/20,Other
13,YouCanVote 2020,https://www.youcanvote.org/gonedigital,6/5/20,None
14,﻿Read,https://activategood.org/social-distanced-volunteering/,6/5/20,None
16,﻿,https://activategood.org/wp-content/uploads/2020/05/CommunityEngagementSurvey-ActivateGood2020FINAL.pdf,6/5/20,None
18,That’ Activate Good,http://www.activategood.org/,6/5/20,None
19,Support Our Work,https://activategood.org/donate,6/5/20,None
2,June 1721 July 1519,https://activategood.org/wp-content/uploads/2019/05/TeensChangeTheWorld-Week12019.pdf,6/4/19,None
7,The Teens Change World Summer Program,https://activategood.org/teenschangetheworld2019/,6/4/19,Teens
8,Learn More Register Here,https://activategood.org/teenschangetheworld2019/,6/4/19,None
12,The 911 Day Service Let,https://activategood.org/teenschangetheworld2019/,6/4/19,9/11 M
13,Group Interest Form,https://activategood.org/911day2019-grouppreregistration/,6/4/19,None
14,Learn More Register Here,https://activategood.org/911day2019-grouppreregistration/,6/4/19,None
16,Learn More Participate Here,https://activategood.org/cookbook/,6/4/19,None
17,HOBY Seminar,https://activategood.org/opportunity/4571#tab-what,6/4/19,None
18,Warehouse Assistance,https://activategood.org/opportunity/4511#tab-what,6/4/19,None
19,Recycle Coordinator,https://activategood.org/opportunity/4437#tab-what,6/4/19,Nature
21,Garden Days Alliance Medical Ministry,https://activategood.org/nonprofit/262,6/4/19,Garden
22,New Mini Farm,https://activategood.org/opportunity/3329#tab-what,6/4/19,None
23,YMCA 175th Anniversary,https://activategood.org/opportunity/4578#tab-what,6/4/19,None
24,Live Local Spring Fest,https://activategood.org/opportunity/4572#tab-what,6/4/19,None
25,Support STEM Education,https://activategood.org/opportunity/4574#tab-what,6/4/19,None
26,Activate Good,https://activategood.org/,6/4/19,None
27,Support,https://activategood.org/donate,6/4/19,None
2,SIGN UPS NOW OPEN,https://activategood.org/fvd2019,11/1/19,None
3,Join Activate Good Saturday November 23 Family Volunteer Day,https://activategood.org/fvd2019,11/1/19,Volunteer
4,Space Registration,https://activategood.org/fvd2019,11/1/19,None
7,Volunteer Director Fundraising,https://activategood.org/opportunity/4890#tab-what,11/1/19,Volunteer
8,Business Development Volunteer,https://activategood.org/opportunity/4805#tab-what,11/1/19,Volunteer
9,Join SOAR Outreach Board,https://activategood.org/opportunity/4845#tab-what,11/1/19,None
11,Theater Seat Restoration,https://activategood.org/opportunity/4905#tab-what,11/1/19,None
12,Arts Crafts,https://activategood.org/opportunity/4870#tab-what,11/1/19,Art
13,Lunch Delivery,https://activategood.org/opportunity/718#tab-what,11/1/19,Hunger
14,PUPPIES,https://activategood.org/opportunity/4894#tab-what,11/1/19,Animals
15,Donation Sorting,https://activategood.org/opportunity/4896#tab-what,11/1/19,None
16,View,https://activategood.org/opportunity,11/1/19,None
17,Activate Good,https://activategood.org/,11/1/19,None
18,Support,https://activategood.org/donate,11/1/19,None
6,Virtual Learning Series,https://activategood.org/united,9/2/20,None
7,Join United We Help Month,https://activategood.org/united,9/2/20,None
13,Learn,http://www.activategood.org/united,9/2/20,None
14,United We Help Month Virtual Service Sponsor Wells Fargo,https://www.wellsfargo.com/,9/2/20,None
15,Virtual 911 Commemoration Sponsor Genworth Mortgage Insurance,https://new.mortgageinsurance.genworth.com/,9/2/20,9/11 M
16,Thank HZO WRAL Attended Events,https://www.hzo.com/,9/2/20,None
19,Support Our Efforts,https://activategood.org/donate,9/2/20,None
21,Join Activate Good Durham Raleigh Food Bank,https://activategood.org/opportunity/5208,9/2/20,None
23,﻿Get Out Vote,https://activategood.org/opportunity/5212,9/2/20,None
24,Help Activate Good United We Help Social,https://activategood.org/opportunity/5248,9/2/20,Other
25,Media Ambassador If,https://docs.google.com/forms/d/e/1FAIpQLSfalrBb7EWQYYGtReFZhGSEjrFB3P0e_wvd_gG1fmK-mgzmxA/viewform,9/2/20,None
28,Invest 5 10 20,http://www.activategood.org/giving,9/2/20,None
31,That’ Activate Good,https://activategood.org/,9/2/20,None
2,Saturday November 21 Family Volunteer Day,https://activategood.org/familyvolunteerday2020/,10/21/20,Family
4,Complete Family Volunteer Day,https://docs.google.com/forms/d/e/1FAIpQLSfd5N7RV9Az0R5z95Djn_9DDzc8KZ66qwe73opYtGsNpiadJw/viewform,10/21/20,Family
5,﻿Virtual Community Town Hall,https://us02web.zoom.us/meeting/register/tZMtc-qqrjwiGdy4leDC-9470f-PIeJAoMDL,10/21/20,None
7,Register HERE,https://us02web.zoom.us/meeting/register/tZMtc-qqrjwiGdy4leDC-9470f-PIeJAoMDL,10/21/20,None
8,November 2 Volunteer ALS Fundraising Event,https://activategood.org/opportunity/5368,10/21/20,Volunteer
9,Help Administrative Work,https://activategood.org/opportunity/5370,10/21/20,Other
11,Build TRLC,https://activategood.org/opportunity/5331,10/21/20,Other
12,Chapel Conservation Area 55 Tar River,http://www.tarriver.org/,10/21/20,Other
13,See ALL Triangle,https://activategood.org/opportunity,10/21/20,None
15,Register HERE﻿,https://www.bizjournals.com/triangle/event/166237/2020/2020-corporate-philanthropy-awards,10/21/20,None
16,Support Our Work,https://activategood.org/donate,10/21/20,None
17,﻿That’ Activate Good,https://activategood.org/,10/21/20,None
2,NEW Project Operation Hand Up,https://activategood.org/operationhandup/,4/28/20,None
3,Activate Good Oak City Cares,https://oakcitycares.org/,4/28/20,Other
4,Oak,https://activategood.org/operationhandup/,4/28/20,None
6,Operation Hand Up,https://activategood.org/operationhandup/,4/28/20,Other
8,Join Tuesday May 5 700 830 PM Homebody A Chris,https://www.facebook.com/events/2644248899232364/,4/28/20,None
9,Chris Hendricks,http://www.iamchrishendricks.com/,4/28/20,None
12,2017 VOLUNTEER MUSIC VIDEO,https://www.youtube.com/watch?v=0fDkaYSVkF4,4/28/20,Volunteer
14,Larry Coffee Activate Good If,http://www.larryscoffee.com/,4/28/20,None
16,covid19,https://activategood.org/covid19/,4/28/20,COVID
18,﻿,https://activategood.org/remote,4/28/20,None
19,Virtual Career Speaker Series,https://activategood.org/opportunity/5154,4/28/20,None
21,DIY Dog Toys,https://activategood.org/remote-volunteer-project-diy-shirt-toys-dogs/,4/28/20,Animals
22,Upcycle Second Chance,http://www.secondchancenc.org/,4/28/20,Nature
23,Academic Packets Students,https://activategood.org/opportunity/5149,4/28/20,Students
24,Activate Good,https://activategood.org/,4/28/20,None
25,Help,https://activategood.org/donate,4/28/20,None
2,﻿Town Hall,https://us02web.zoom.us/meeting/register/tZMtc-qqrjwiGdy4leDC-9470f-PIeJAoMDL,10/14/20,None
3,Register HERE,https://us02web.zoom.us/meeting/register/tZMtc-qqrjwiGdy4leDC-9470f-PIeJAoMDL,10/14/20,None
5,Will HALFWAY 100,https://activategood.org/giving/,10/14/20,None
6,Be 100,https://activategood.org/giving/,10/14/20,None
8,Complete Family Volunteer Day,https://docs.google.com/forms/d/e/1FAIpQLSfd5N7RV9Az0R5z95Djn_9DDzc8KZ66qwe73opYtGsNpiadJw/viewform?usp=sf_link,10/14/20,Family
9,SHOP,https://activategood.org/shop/,10/14/20,None
11,While SignsGood,https://activategood.org/product/signs-for-good/,10/14/20,None
12,October 19 Brew Good Do Good Coffee,https://activategood.org/product/larrys-limited-edition-coffee-brew-good-blend/,10/14/20,None
16,Wrap Diapers,https://activategood.org/opportunity/5313,10/14/20,Family
17,Help The Diaper Bank NC,http://www.ncdiaperbank.org/,10/14/20,Other
18,October 19 Deliver Family Essentials Kits,https://activategood.org/opportunity/5315,10/14/20,None
19,FAST Initiative,https://activategood.org/event/73,10/14/20,Other
21,Support Our Work,http://www.activategood.org/giving,10/14/20,None
2,Keep Events,https://activategood.org/events,10/8/19,None
5,Boys Girls Club Sports Assistant,https://activategood.org/opportunity/4869#tab-what,10/8/19,Kids
6,Event Photographer,https://activategood.org/opportunity/4849#tab-what,10/8/19,None
7,Budgeting Advisor,https://activategood.org/opportunity/4821#tab-what,10/8/19,None
8,Red Cross Blood Delivery,https://activategood.org/opportunity/4867#tab-what,10/8/19,Other
9,Dog House Volunteers,https://activategood.org/opportunity/4836#tab-what,10/8/19,Animals
11,Campus Beautification Day,https://activategood.org/opportunity/4862#tab-what,10/8/19,Other
12,AIDS Walk 5K Run,https://activategood.org/opportunity/4853#tab-what,10/8/19,Other
13,Holiday Program Prep Salvation Army,https://activategood.org/opportunity/4858#tab-what,10/8/19,Holiday
14,View,https://activategood.org/opportunity,10/8/19,None
15,Activate Good,https://activategood.org/,10/8/19,None
16,Support,https://activategood.org/donate,10/8/19,None
3,Complete HERE,https://docs.google.com/forms/d/e/1FAIpQLScAclGyJNwEHIIXwz8QkpdgA86amEf7sSZwxmwJPCfd3Va2gg/viewform,5/20/20,None
4,Become Digital Volunteer,https://docs.google.com/forms/d/e/1FAIpQLScDBxysRXGCL_k7GDYfd6lEPGx6IesfD1OakIp487pVXGAsXQ/viewform,5/20/20,Volunteer
5,You Can Vote,https://www.youcanvote.org/gonedigital,5/20/20,None
6,Write Letters Isolated Seniors,https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf,5/20/20,Seniors
7,Edit,https://activategood.org/opportunity/5131,5/20/20,None
8,Help Lung Cancer Initiative,https://www.lungcancerinitiativenc.org/,5/20/20,Cancer
9,See,https://activategood.org/opportunity,5/20/20,None
12,Do,https://activategood.org/blog,5/20/20,None
13,Check Triangle,https://activategood.org/triangle-nonprofits-pandemic/,5/20/20,None
17,Donate Support Our Work,https://activategood.org/donate,5/20/20,None
2,Watch Volunteer Thank You,https://youtu.be/_Llxn-psvfI,4/22/20,Volunteer
3,Share Your Skills,https://activategood.org/opportunity/5146,4/22/20,None
4,Curamericas,https://www.curamericas.org/ourwork/,4/22/20,Family
5,Create Art Garden,https://activategood.org/opportunity/5141,4/22/20,Art
6,Wildwoods Community Farm Art,http://wildwoodsfarmnc.com/,4/22/20,Art
7,Send Thank You Cards Healthcare Workers,https://www.unchealthcare.org/coronavirus/ways-to-help/,4/22/20,COVID
9,Donate Support Our Work,https://activategood.org/donate,4/22/20,None
2,5 10 20,http://www.activategood.org/giving,9/9/20,None
3,If 200,https://activategood.org/giving/,9/9/20,None
4,We 68 Will,https://activategood.org/giving/,9/9/20,None
5,Be 100,https://activategood.org/giving/,9/9/20,None
7,Virtual Create BOOST Videos Academic Concepts,https://activategood.org/opportunity/5233,9/9/20,None
8,Join Activate Good Food Bank Raleigh Durham,https://activategood.org/opportunity/5207,9/9/20,Hunger
11,See United We Help,https://activategood.org/unitedwehelp2020,9/9/20,None
12,See ALL,https://activategood.org/opportunity,9/9/20,None
13,Genworth Mortgage Insurance,https://www.genworth.com/,9/9/20,None
14,Music Jason Adamo Band,https://www.jasonadamo.com/,9/9/20,None
15,Segment David Paine 911 Day,https://911day.org/,9/9/20,9/11 M
16,Tune United We Help Virtual 911 Commemoration WRAL,https://l.facebook.com/l.php?u=http://WRAL.com/&h=AT0sMrV9amyQsFZBCjcwxm2ylTQnmUehRMAycAldAUBCO0ZslNrEy1hbDnXSuJuRTiuMCutDn1SnkbnNiIWpkGYIhaFIKZpWObrpHBEJA216DLRlrqfrFpRgU0_OZQeS-9zWBmkk8TrpbhoAN27a80ciensxllzHRaKPQf6Q3A,9/9/20,9/11 M
19,Support Our Work,http://www.activategood.org/donate,9/9/20,None
3,OPERATION ACCESS,https://activategood.org/operationaccess/,4/11/20,Other
4,HERE Volunteer,https://activategood.org/operationaccess/,4/11/20,Volunteer
5,Write Mail Letters Isolated Seniors,https://activategood.org/wp-content/uploads/2020/04/Op-Sr-Smiles-flyer-Apr2020.pdf,4/11/20,None
6,Raise Baby Chicks Home,https://activategood.org/opportunity/5135,4/11/20,Animals
7,DIY Pie Tin,https://activategood.org/wp-content/uploads/2020/04/RemoteVolunteerProject-UpcycledButterflyFeeders.pdf,4/11/20,None
8,Butterfly Feeders,https://activategood.org/wp-content/uploads/2020/04/RemoteVolunteerProject-UpcycledButterflyFeeders.pdf,4/11/20,Animals
9,Keep Urgent Remote Volunteer,https://activategood.org/covid19/,4/11/20,Volunteer
14,Do Check,https://activategood.org/blog,4/11/20,None
17,Donate Support Our Work,https://activategood.org/donate,4/11/20,None
2,Amber Activate MORE Good,https://www.youtube.com/watch?v=JhSzcURo2bM,11/24/20,None
3,We Activate MORE Good,https://activategood.org/activatemoregood/,11/24/20,None
4,We YOUR,https://activategood.org/activatemoregood/,11/24/20,None
5,When Activate Good –,https://activategood.org/activatemoregood/,11/24/20,None
6,Donate Now,https://activategood.org/activatemoregood/,11/24/20,None
8,The Virtual Volunteer Expo December 9th 12PM,https://us02web.zoom.us/meeting/register/tZwkc-GurzkuE9A5uqvM-zDsD6LXtVC78W9Z,11/24/20,Volunteer
9,Register Here,https://us02web.zoom.us/meeting/register/tZwkc-GurzkuE9A5uqvM-zDsD6LXtVC78W9Z,11/24/20,None
11,Taylor Family YMCA NW Cary YMCA,https://www.ymcatriangle.org/northwest-cary-ymca,11/24/20,None
12,Help Feed Hungry Kids,https://activategood.org/opportunity/5398,11/24/20,Hunger
13,Overflowing Hands Rocky Top Catering,https://www.overflowinghands.org/,11/24/20,None
15,Prepare Angel Tree Items Distribution,https://activategood.org/opportunity/5407,11/24/20,Holiday
16,The Salvation Army Wake County Volunteers,http://wwww.wakearmy.org/,11/24/20,Volunteer
17,Holiday Volunteering Pride Parents,https://activategood.org/holidays2020,11/24/20,Holiday
18,﻿Sign HERE,https://activategood.org/prideforparents2020/,11/24/20,None
19,See ALL Triangle,https://activategood.org/opportunity,11/24/20,None
21,﻿That’ Activate Good,https://activategood.org/,11/24/20,None
3,As 2020 Activate MORE Good,https://activategood.org/activatemoregood/,12/16/20,None
4,31-Dec,https://secure.lglforms.com/form_engine/s/M-VEDOANBwd-_X8_xLmpMg,12/16/20,None
6,Donate,https://secure.lglforms.com/form_engine/s/M-VEDOANBwd-_X8_xLmpMg,12/16/20,None
7,Join LAST Activate Good,https://ncsu.zoom.us/meeting/register/tJAudu2hpzIqHdNo9QQbCXbgq5JFkHqWArCh,12/16/20,None
9,LAST 2020 Community Town Hall December 30,https://ncsu.zoom.us/meeting/register/tJAudu2hpzIqHdNo9QQbCXbgq5JFkHqWArCh,12/16/20,None
11,The Salvation Army Christmas 7000,http://wwww.wakearmy.org/,12/16/20,Holiday
12,Brighten Someone Day Handmade Card,https://activategood.org/opportunity/5416,12/16/20,Other
13,Assemble Kits Preschoolers,https://activategood.org/opportunity/5430,12/16/20,Kids
14,December 17 Marbles WCPSS PNC PreK Packs,http://www.marbleskidsmuseum.org/,12/16/20,None
15,See,https://activategood.org/opportunity,12/16/20,None
16,MORE DATES Headshots Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,12/16/20,None
18,Here Donate 85,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,12/16/20,None
19,Photo Austin Dowd,https://www.austindowd.com/,12/16/20,None
21,Learn More Headshots Good,https://www.eventbrite.com/e/headshots-for-good-photo-sessions-benefitting-activate-good-tickets-127366072351,12/16/20,None
23,At Gather Voices,https://www.gathervoices.co/,12/16/20,None
24,Raleigh JohnLaneDBAJTL,mailto:John.Lane@DBAJTL.com,12/16/20,None
2,Virtual Storytime Readers,https://activategood.org/virtual-volunteer-readers/,5/13/20,None
3,Activate Good Learning Together,https://www.learningtogether.org/,5/13/20,None
4,Sign Virtual Volunteer Reader HERE,https://forms.gle/xhpLYnA55EkFj8zA7,5/13/20,Volunteer
6,Help Camden St Learning Garden Thrive,https://foodshuttle.galaxydigital.com/agency/detail/?agency_id=93791,5/13/20,Garden
7,Get Weed Inter,https://www.foodshuttle.org/,5/13/20,None
8,Develop,https://activategood.org/opportunity/5155#tab-details,5/13/20,None
9,Use Community Partnerships,https://activategood.org/opportunity/5155#tab-details,5/13/20,None
11,May 18 Help Durham Community Food Pantry,https://www.catholiccharitiesraleigh.org/,5/13/20,Hunger
12,Look Helpers,https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform,5/13/20,None
13,Learn,https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform,5/13/20,None
15,﻿Please,https://docs.google.com/forms/d/e/1FAIpQLSeS4odBWMq1CurCt9lk0J90bqWVarVJ3zEgXkMzRDgSxYbxlQ/viewform,5/13/20,None
16,Also Triangle Nonprofits,https://activategood.org/triangle-nonprofits-pandemic/,5/13/20,Other
